transaction_id,customer_id,amount,currency,transaction_datetime,payment_method,ip_address,device_id,location
TXN-100934,CUST-1184,122.94,USD,2026-02-28 20:02:00,debit_card,192.168.24.58,DEV-2664,Peshawar
TXN-100935,CUST-1047,176.79,USD,2026-03-07 01:59:00,debit_card,192.168.108.68,DEV-5166,Islamabad
TXN-100936,CUST-1098,231.12,USD,2026-01-15 07:58:00,paypal,192.168.172.151,DEV-1179,Lahore
TXN-100937,CUST-1086,155.3,USD,2026-02-12 16:37:00,paypal,10.0.0.99,DEV-3325,Peshawar
TXN-100938,CUST-1174,92.29,USD,2026-01-30 18:31:00,paypal,192.168.132.61,DEV-5003,Peshawar
TXN-100939,CUST-1196,3063.33,USD,2026-01-02 21:15:00,crypto,192.168.34.120,DEV-3449,London
TXN-100940,CUST-1181,1277.64,USD,2026-01-05 10:26:00,debit_card,192.168.38.193,DEV-NEW-76297,Dubai
TXN-100941,CUST-1050,302.56,USD,2026-03-01 15:10:00,paypal,192.168.12.23,DEV-8180,Lahore
TXN-100942,CUST-1105,148.62,USD,2026-02-24 04:40:00,crypto,192.168.148.64,DEV-1598,Lahore
TXN-100943,CUST-1050,231.78,USD,2026-01-23 23:19:00,debit_card,10.0.0.99,DEV-8180,Karachi
TXN-100944,CUST-1171,433.91,USD,2026-03-28 15:53:00,paypal,192.168.35.242,DEV-NEW-49255,London
TXN-100945,CUST-1177,55.92,USD,2026-03-11 17:52:00,paypal,192.168.139.4,DEV-7527,New York
TXN-100946,CUST-1140,273.56,USD,2026-01-19 01:10:00,crypto,192.168.91.95,DEV-5759,New York
TXN-100947,CUST-1180,162.84,USD,2026-02-14 12:38:00,paypal,192.168.120.213,DEV-7492,London
TXN-100948,CUST-1028,176.54,USD,2026-01-31 19:45:00,crypto,192.168.13.138,DEV-4277,New York
TXN-100949,CUST-1143,89.7,USD,2026-03-20 10:48:00,paypal,192.168.20.41,DEV-5275,Karachi
TXN-100950,CUST-1053,242.95,USD,2026-01-27 05:05:00,credit_card,192.168.118.115,DEV-5094,London
TXN-100951,CUST-1068,46.04,USD,2026-01-01 10:45:00,crypto,192.168.27.166,DEV-4728,Karachi
TXN-100952,CUST-1160,47.55,USD,2026-02-14 07:09:00,crypto,192.168.123.64,DEV-8523,London
TXN-100953,CUST-1140,261.22,USD,2026-01-22 22:45:00,crypto,192.168.26.23,DEV-5759,New York
TXN-100954,CUST-1156,702.21,USD,2026-03-31 10:49:00,paypal,192.168.66.40,DEV-NEW-42692,Lahore
TXN-100955,CUST-1100,278.19,USD,2026-02-12 18:40:00,debit_card,192.168.173.123,DEV-1415,New York
TXN-100956,CUST-1128,84.54,USD,2026-01-08 06:19:00,crypto,192.168.116.3,DEV-8633,Lahore
TXN-100957,CUST-1169,969.22,USD,2026-01-08 13:48:00,paypal,192.168.168.196,DEV-4705,Dubai
TXN-100958,CUST-1071,255.23,USD,2026-01-31 19:09:00,bank_transfer,192.168.101.128,DEV-4472,Karachi
TXN-100959,CUST-1182,221.23,USD,2026-02-03 14:33:00,crypto,192.168.206.233,DEV-9703,Lahore
TXN-100960,CUST-1078,244.52,USD,2026-01-28 04:34:00,credit_card,192.168.241.209,DEV-9563,Islamabad
TXN-100961,CUST-1145,206.97,USD,2026-01-09 19:33:00,crypto,192.168.22.46,DEV-6322,Islamabad
TXN-100962,CUST-1101,236.96,USD,2026-02-05 05:44:00,paypal,10.0.0.99,DEV-7563,Dubai
TXN-100963,CUST-1058,174.5,USD,2026-02-26 13:01:00,bank_transfer,192.168.131.14,DEV-1832,Peshawar
TXN-100964,CUST-1006,91.96,USD,2026-02-05 01:54:00,credit_card,10.0.0.99,DEV-5257,Peshawar
TXN-100965,CUST-1026,30.61,USD,2026-02-24 09:44:00,paypal,192.168.26.67,DEV-4356,Peshawar
TXN-100966,CUST-1135,35.08,USD,2026-01-06 21:01:00,crypto,192.168.227.36,DEV-5155,Islamabad
TXN-100967,CUST-1167,411.7,USD,2026-01-27 05:10:00,crypto,192.168.49.145,DEV-6985,London
TXN-100968,CUST-1169,34.81,USD,2026-02-28 20:01:00,paypal,192.168.168.196,DEV-4705,Dubai
TXN-100969,CUST-1192,97.41,USD,2026-01-29 22:38:00,bank_transfer,192.168.255.146,DEV-4824,Lahore
TXN-100970,CUST-1063,116.85,USD,2026-02-12 09:10:00,credit_card,192.168.238.56,DEV-2254,London
TXN-100971,CUST-1063,116.85,USD,2026-02-12 09:11:00,paypal,192.168.238.56,DEV-2254,London
TXN-100972,CUST-1063,116.85,USD,2026-02-12 09:12:00,credit_card,192.168.238.56,DEV-2254,London
TXN-100973,CUST-1063,116.85,USD,2026-02-12 09:13:00,paypal,192.168.238.56,DEV-2254,London
TXN-100974,CUST-1063,116.85,USD,2026-02-12 09:14:00,paypal,192.168.238.56,DEV-2254,London
TXN-100975,CUST-1076,201.66,USD,2026-02-22 09:48:00,debit_card,192.168.106.158,DEV-1104,Islamabad
TXN-100976,CUST-1109,178.89,USD,2026-01-20 15:12:00,bank_transfer,192.168.58.135,DEV-9692,Dubai
TXN-100977,CUST-1178,269.98,USD,2026-02-04 04:32:00,credit_card,192.168.24.38,DEV-6890,Dubai
TXN-100978,CUST-1042,204.31,USD,2026-03-31 10:55:00,paypal,192.168.108.197,DEV-8577,Dubai
TXN-100979,CUST-1075,167.75,USD,2026-03-30 19:27:00,paypal,192.168.4.210,DEV-4832,Karachi
TXN-100980,CUST-1149,273.84,USD,2026-01-11 11:45:00,debit_card,192.168.196.248,DEV-3222,Peshawar
TXN-100981,CUST-1199,169.57,USD,2026-01-11 13:49:00,debit_card,192.168.20.255,DEV-8166,Dubai
TXN-100982,CUST-1090,167.61,USD,2026-02-25 07:45:00,crypto,192.168.245.100,DEV-5524,Lahore
TXN-100983,CUST-1076,199.38,USD,2026-02-10 13:24:00,crypto,192.168.106.158,DEV-1104,Islamabad
TXN-100984,CUST-1172,138.1,USD,2026-01-27 08:43:00,crypto,192.168.232.81,DEV-4609,New York
TXN-100985,CUST-1155,104.28,USD,2026-02-09 08:34:00,bank_transfer,192.168.173.166,DEV-9826,London
TXN-100986,CUST-1172,115.96,USD,2026-02-06 10:16:00,crypto,10.0.0.99,DEV-4609,New York
TXN-100987,CUST-1113,195.73,USD,2026-03-25 04:23:00,bank_transfer,192.168.220.238,DEV-2513,Dubai
TXN-100988,CUST-1113,195.73,USD,2026-03-25 04:24:00,bank_transfer,192.168.220.238,DEV-2513,Dubai
TXN-100989,CUST-1113,195.73,USD,2026-03-25 04:25:00,bank_transfer,192.168.220.238,DEV-2513,Dubai
TXN-100990,CUST-1113,195.73,USD,2026-03-25 04:26:00,paypal,192.168.220.238,DEV-2513,Dubai
TXN-100991,CUST-1064,88.31,USD,2026-02-18 10:07:00,paypal,192.168.170.198,DEV-4218,London
TXN-100992,CUST-1086,173.58,USD,2026-03-04 00:19:00,paypal,192.168.76.167,DEV-3325,Peshawar
TXN-100993,CUST-1086,173.58,USD,2026-03-04 00:20:00,debit_card,192.168.76.167,DEV-3325,Peshawar
TXN-100994,CUST-1086,173.58,USD,2026-03-04 00:21:00,paypal,192.168.76.167,DEV-3325,Peshawar
TXN-100995,CUST-1086,173.58,USD,2026-03-04 00:22:00,paypal,192.168.76.167,DEV-3325,Peshawar
TXN-100996,CUST-1125,504.53,USD,2026-03-19 04:13:00,paypal,192.168.156.39,DEV-NEW-80049,Karachi
TXN-100997,CUST-1123,32.62,USD,2026-01-11 20:53:00,crypto,192.168.247.131,DEV-9837,New York
TXN-100998,CUST-1155,110.76,USD,2026-01-19 06:32:00,credit_card,192.168.173.166,DEV-9826,London
TXN-100999,CUST-1173,253.79,USD,2026-03-31 11:04:00,crypto,10.0.0.99,DEV-442,London
TXN-101000,CUST-1073,210.38,USD,2026-01-05 02:46:00,crypto,192.168.206.195,DEV-2712,New York
TXN-101001,CUST-1073,210.38,USD,2026-01-05 02:47:00,credit_card,192.168.206.195,DEV-2712,New York
TXN-101002,CUST-1073,210.38,USD,2026-01-05 02:48:00,credit_card,192.168.206.195,DEV-2712,New York
TXN-101003,CUST-1073,210.38,USD,2026-01-05 02:49:00,bank_transfer,192.168.206.195,DEV-2712,New York
TXN-101004,CUST-1097,60.31,USD,2026-02-26 00:13:00,crypto,192.168.143.1,DEV-1339,Islamabad
TXN-101005,CUST-1103,160.56,USD,2026-03-14 13:13:00,debit_card,192.168.225.30,DEV-6866,London
TXN-101006,CUST-1007,192.62,USD,2026-03-20 10:40:00,crypto,192.168.165.254,DEV-3686,Dubai
TXN-101007,CUST-1007,192.62,USD,2026-03-20 10:41:00,crypto,192.168.165.254,DEV-3686,Dubai
TXN-101008,CUST-1007,192.62,USD,2026-03-20 10:42:00,bank_transfer,192.168.165.254,DEV-3686,Dubai
TXN-101009,CUST-1007,192.62,USD,2026-03-20 10:43:00,paypal,192.168.165.254,DEV-3686,Dubai
TXN-101010,CUST-1007,192.62,USD,2026-03-20 10:44:00,debit_card,192.168.165.254,DEV-3686,Dubai
TXN-101011,CUST-1007,192.62,USD,2026-03-20 10:45:00,debit_card,192.168.165.254,DEV-3686,Dubai
TXN-101012,CUST-1041,304.6,USD,2026-01-18 08:24:00,debit_card,192.168.32.82,DEV-6375,London
TXN-101013,CUST-1041,304.6,USD,2026-01-18 08:25:00,credit_card,192.168.32.82,DEV-6375,London
TXN-101014,CUST-1041,304.6,USD,2026-01-18 08:26:00,credit_card,192.168.32.82,DEV-6375,London
TXN-101015,CUST-1041,304.6,USD,2026-01-18 08:27:00,credit_card,192.168.32.82,DEV-6375,London
TXN-101016,CUST-1041,304.6,USD,2026-01-18 08:28:00,debit_card,192.168.32.82,DEV-6375,London
TXN-101017,CUST-1053,197.44,USD,2026-01-19 19:17:00,debit_card,192.168.118.115,DEV-3210,London
TXN-101018,CUST-1198,429.65,USD,2026-01-21 02:24:00,crypto,192.168.219.166,DEV-NEW-56206,Karachi
TXN-101019,CUST-1103,180.76,USD,2026-01-23 06:33:00,bank_transfer,192.168.225.30,DEV-6866,London
TXN-101020,CUST-1105,223.57,USD,2026-01-15 01:01:00,paypal,192.168.148.64,DEV-1598,Lahore
TXN-101021,CUST-1082,43.02,USD,2026-03-06 20:25:00,debit_card,192.168.79.78,DEV-4971,London
TXN-101022,CUST-1176,214.89,USD,2026-02-16 00:17:00,credit_card,192.168.7.111,DEV-8736,Lahore
TXN-101023,CUST-1001,211.1,USD,2026-01-06 01:14:00,debit_card,192.168.116.61,DEV-485,Peshawar
TXN-101024,CUST-1193,325.28,USD,2026-03-10 10:19:00,bank_transfer,192.168.236.36,DEV-3627,Lahore
TXN-101025,CUST-1144,169.61,USD,2026-02-06 07:02:00,paypal,192.168.193.22,DEV-8385,Lahore
TXN-101026,CUST-1137,1397.26,USD,2026-01-07 08:46:00,credit_card,192.168.47.120,DEV-6104,Dubai
TXN-101027,CUST-1089,257.44,USD,2026-02-14 03:24:00,debit_card,192.168.150.8,DEV-639,Islamabad
TXN-101028,CUST-1198,74.05,USD,2026-01-09 08:02:00,bank_transfer,192.168.219.166,DEV-6379,Karachi
TXN-101029,CUST-1161,159.62,USD,2026-01-18 11:56:00,paypal,192.168.133.106,DEV-7003,Lahore
TXN-101030,CUST-1072,213.07,USD,2026-03-06 15:53:00,bank_transfer,192.168.81.45,DEV-5469,Dubai
TXN-101031,CUST-1111,27.94,USD,2026-03-11 08:23:00,credit_card,192.168.153.47,DEV-9846,Peshawar
TXN-101032,CUST-1030,138.97,USD,2026-02-16 21:10:00,credit_card,192.168.198.139,DEV-4788,New York
TXN-101033,CUST-1185,250.57,USD,2026-02-03 00:42:00,paypal,192.168.162.201,DEV-3386,Lahore
TXN-101034,CUST-1040,99.27,USD,2026-01-03 06:52:00,debit_card,192.168.218.13,DEV-5219,Lahore
TXN-101035,CUST-1160,31.16,USD,2026-03-26 22:45:00,debit_card,192.168.123.64,DEV-8523,London
TXN-101036,CUST-1129,191.5,USD,2026-02-18 20:05:00,paypal,192.168.85.218,DEV-5653,Dubai
TXN-101037,CUST-1141,144.25,USD,2026-02-03 23:55:00,credit_card,192.168.212.242,DEV-9930,Peshawar
TXN-101038,CUST-1173,236.51,USD,2026-03-09 05:22:00,debit_card,10.0.0.99,DEV-442,London
TXN-101039,CUST-1097,63.0,USD,2026-03-27 19:15:00,paypal,192.168.134.169,DEV-3281,Islamabad
TXN-101040,CUST-1068,38.91,USD,2026-01-10 16:58:00,credit_card,192.168.27.166,DEV-1854,Karachi
TXN-101041,CUST-1068,38.91,USD,2026-01-10 16:59:00,debit_card,192.168.27.166,DEV-1854,Karachi
TXN-101042,CUST-1068,38.91,USD,2026-01-10 17:00:00,bank_transfer,192.168.27.166,DEV-1854,Karachi
TXN-101043,CUST-1068,38.91,USD,2026-01-10 17:01:00,credit_card,192.168.27.166,DEV-1854,Karachi
TXN-101044,CUST-1183,705.55,USD,2026-03-14 06:49:00,bank_transfer,192.168.148.239,DEV-7625,Lahore
TXN-101045,CUST-1115,152.83,USD,2026-02-21 04:37:00,credit_card,192.168.14.25,DEV-2255,Lahore
TXN-101046,CUST-1087,373.51,USD,2026-02-26 06:52:00,bank_transfer,10.0.0.99,DEV-7540,Peshawar
TXN-101047,CUST-1012,253.21,USD,2026-01-21 12:45:00,debit_card,192.168.165.191,DEV-5885,Islamabad
TXN-101048,CUST-1012,253.21,USD,2026-01-21 12:46:00,credit_card,192.168.165.191,DEV-5885,Islamabad
TXN-101049,CUST-1012,253.21,USD,2026-01-21 12:47:00,paypal,192.168.165.191,DEV-5885,Islamabad
TXN-101050,CUST-1012,253.21,USD,2026-01-21 12:48:00,debit_card,192.168.165.191,DEV-5885,Islamabad
TXN-101051,CUST-1178,155.49,USD,2026-03-10 11:20:00,paypal,192.168.24.38,DEV-6890,Dubai
TXN-101052,CUST-1101,215.98,USD,2026-03-22 14:25:00,credit_card,192.168.81.67,DEV-7563,Karachi
TXN-101053,CUST-1126,270.86,USD,2026-03-14 05:11:00,bank_transfer,192.168.52.80,DEV-1083,Dubai
TXN-101054,CUST-1020,40.51,USD,2026-01-30 20:15:00,credit_card,192.168.239.21,DEV-3549,Peshawar
TXN-101055,CUST-1137,78.36,USD,2026-01-19 19:56:00,bank_transfer,192.168.47.120,DEV-6104,Dubai
TXN-101056,CUST-1177,53.61,USD,2026-02-21 21:52:00,crypto,192.168.139.4,DEV-7527,New York
TXN-101057,CUST-1177,53.61,USD,2026-02-21 21:53:00,crypto,192.168.139.4,DEV-7527,New York
TXN-101058,CUST-1177,53.61,USD,2026-02-21 21:54:00,credit_card,192.168.139.4,DEV-7527,New York
TXN-101059,CUST-1177,53.61,USD,2026-02-21 21:55:00,crypto,192.168.139.4,DEV-7527,New York
TXN-101060,CUST-1177,53.61,USD,2026-02-21 21:56:00,credit_card,192.168.139.4,DEV-7527,New York
TXN-101061,CUST-1177,670.49,USD,2026-02-08 13:36:00,credit_card,192.168.139.4,DEV-7527,New York
TXN-101062,CUST-1167,2432.24,USD,2026-03-07 05:18:00,credit_card,192.168.105.67,DEV-6985,London
TXN-101063,CUST-1085,221.14,USD,2026-02-08 01:08:00,debit_card,192.168.253.197,DEV-8242,New York
TXN-101064,CUST-1191,418.56,USD,2026-02-04 02:54:00,paypal,192.168.73.20,DEV-1540,New York
TXN-101065,CUST-1189,318.43,USD,2026-02-13 00:22:00,bank_transfer,192.168.223.230,DEV-NEW-52447,Lahore
TXN-101066,CUST-1110,93.78,USD,2026-01-26 11:07:00,bank_transfer,192.168.183.237,DEV-5600,Lahore
TXN-101067,CUST-1025,253.19,USD,2026-03-31 17:26:00,debit_card,192.168.195.145,DEV-5152,Karachi
TXN-101068,CUST-1012,220.92,USD,2026-01-25 23:58:00,debit_card,192.168.165.191,DEV-5885,Islamabad
TXN-101069,CUST-1124,151.57,USD,2026-02-26 04:52:00,credit_card,192.168.93.49,DEV-5866,New York
TXN-101070,CUST-1071,5982.83,USD,2026-03-12 07:16:00,debit_card,192.168.101.128,DEV-4472,Islamabad
TXN-101071,CUST-1188,169.22,USD,2026-02-27 09:29:00,paypal,192.168.12.65,DEV-8175,Lahore
TXN-101072,CUST-1003,409.64,USD,2026-03-25 02:23:00,paypal,192.168.45.177,DEV-9081,Dubai
TXN-101073,CUST-1003,409.64,USD,2026-03-25 02:24:00,credit_card,192.168.45.177,DEV-9081,Dubai
TXN-101074,CUST-1003,409.64,USD,2026-03-25 02:25:00,bank_transfer,192.168.45.177,DEV-9081,Dubai
TXN-101075,CUST-1003,409.64,USD,2026-03-25 02:26:00,debit_card,192.168.45.177,DEV-9081,Dubai
TXN-101076,CUST-1032,115.88,USD,2026-02-10 09:37:00,debit_card,192.168.19.45,DEV-7575,Peshawar
TXN-101077,CUST-1194,149.94,USD,2026-02-09 06:50:00,credit_card,192.168.7.57,DEV-1744,Dubai
TXN-101078,CUST-1081,30.58,USD,2026-02-19 03:00:00,debit_card,192.168.169.169,DEV-6065,Lahore
TXN-101079,CUST-1064,86.23,USD,2026-03-28 23:21:00,paypal,192.168.34.190,DEV-4218,London
TXN-101080,CUST-1125,63.45,USD,2026-01-16 23:04:00,crypto,192.168.145.241,DEV-9585,Karachi
TXN-101081,CUST-1127,309.2,USD,2026-03-15 02:14:00,debit_card,192.168.34.159,DEV-5029,Islamabad
TXN-101082,CUST-1113,952.2,USD,2026-02-03 04:17:00,credit_card,192.168.220.238,DEV-NEW-98050,Dubai
TXN-101083,CUST-1113,923.1,USD,2026-02-28 04:35:00,paypal,192.168.220.238,DEV-NEW-16532,Dubai
TXN-101084,CUST-1015,194.81,USD,2026-01-19 07:03:00,credit_card,192.168.107.166,DEV-1424,Peshawar
TXN-101085,CUST-1021,135.56,USD,2026-03-31 03:47:00,credit_card,192.168.15.93,DEV-6532,Lahore
TXN-101086,CUST-1017,2045.53,USD,2026-02-13 20:12:00,debit_card,192.168.14.106,DEV-NEW-68276,Dubai
TXN-101087,CUST-1038,177.95,USD,2026-03-02 13:36:00,credit_card,192.168.235.93,DEV-3746,Peshawar
TXN-101088,CUST-1144,217.41,USD,2026-01-02 07:17:00,paypal,192.168.193.22,DEV-9694,Lahore
TXN-101089,CUST-1098,282.21,USD,2026-03-19 17:57:00,bank_transfer,192.168.172.151,DEV-1179,Lahore
TXN-101090,CUST-1098,282.21,USD,2026-03-19 17:58:00,crypto,192.168.172.151,DEV-1179,Lahore
TXN-101091,CUST-1098,282.21,USD,2026-03-19 17:59:00,bank_transfer,192.168.172.151,DEV-1179,Lahore
TXN-101092,CUST-1098,282.21,USD,2026-03-19 18:00:00,crypto,192.168.172.151,DEV-1179,Lahore
TXN-101093,CUST-1098,282.21,USD,2026-03-19 18:01:00,bank_transfer,192.168.172.151,DEV-1179,Lahore
TXN-101094,CUST-1098,282.21,USD,2026-03-19 18:02:00,credit_card,192.168.172.151,DEV-1179,Lahore
TXN-101095,CUST-1071,134.02,USD,2026-02-28 21:42:00,crypto,192.168.101.128,DEV-4472,Islamabad
TXN-101096,CUST-1071,134.02,USD,2026-02-28 21:43:00,crypto,192.168.101.128,DEV-4472,Islamabad
TXN-101097,CUST-1071,134.02,USD,2026-02-28 21:44:00,crypto,192.168.101.128,DEV-4472,Islamabad
TXN-101098,CUST-1071,134.02,USD,2026-02-28 21:45:00,crypto,192.168.101.128,DEV-4472,Islamabad
TXN-101099,CUST-1071,134.02,USD,2026-02-28 21:46:00,debit_card,192.168.101.128,DEV-4472,Islamabad
TXN-101100,CUST-1071,134.02,USD,2026-02-28 21:47:00,crypto,192.168.101.128,DEV-4472,Islamabad
TXN-101101,CUST-1086,281.66,USD,2026-02-14 06:24:00,paypal,192.168.118.226,DEV-3325,Peshawar
TXN-101102,CUST-1004,152.75,USD,2026-02-19 01:59:00,bank_transfer,192.168.37.47,DEV-1963,New York
TXN-101103,CUST-1024,1321.06,USD,2026-02-02 18:00:00,paypal,192.168.243.68,DEV-7246,New York
TXN-101104,CUST-1152,195.33,USD,2026-01-25 04:55:00,crypto,192.168.103.131,DEV-8642,New York
TXN-101105,CUST-1059,37.39,USD,2026-03-18 03:49:00,credit_card,192.168.48.113,DEV-2482,London
TXN-101106,CUST-1147,313.54,USD,2026-01-13 22:24:00,bank_transfer,192.168.104.94,DEV-3897,Dubai
TXN-101107,CUST-1147,313.54,USD,2026-01-13 22:25:00,bank_transfer,192.168.104.94,DEV-3897,Dubai
TXN-101108,CUST-1147,313.54,USD,2026-01-13 22:26:00,credit_card,192.168.104.94,DEV-3897,Dubai
TXN-101109,CUST-1147,313.54,USD,2026-01-13 22:27:00,bank_transfer,192.168.104.94,DEV-3897,Dubai
TXN-101110,CUST-1147,313.54,USD,2026-01-13 22:28:00,paypal,192.168.104.94,DEV-3897,Dubai
TXN-101111,CUST-1147,313.54,USD,2026-01-13 22:29:00,paypal,192.168.104.94,DEV-3897,Dubai
TXN-101112,CUST-1173,1212.12,USD,2026-03-28 18:50:00,credit_card,192.168.249.74,DEV-NEW-25624,London
TXN-101113,CUST-1084,36.52,USD,2026-01-28 00:46:00,crypto,192.168.55.70,DEV-2708,Peshawar
TXN-101114,CUST-1131,235.96,USD,2026-02-14 19:38:00,bank_transfer,192.168.21.176,DEV-7719,Islamabad
TXN-101115,CUST-1131,235.96,USD,2026-02-14 19:39:00,bank_transfer,192.168.21.176,DEV-7719,Islamabad
TXN-101116,CUST-1131,235.96,USD,2026-02-14 19:40:00,crypto,192.168.21.176,DEV-7719,Islamabad
TXN-101117,CUST-1131,235.96,USD,2026-02-14 19:41:00,paypal,192.168.21.176,DEV-7719,Islamabad
TXN-101118,CUST-1131,235.96,USD,2026-02-14 19:42:00,credit_card,192.168.21.176,DEV-7719,Islamabad
TXN-101119,CUST-1131,235.96,USD,2026-02-14 19:43:00,credit_card,192.168.21.176,DEV-7719,Islamabad
TXN-101120,CUST-1146,122.89,USD,2026-03-26 09:44:00,debit_card,192.168.135.196,DEV-7868,Peshawar
TXN-101121,CUST-1047,2863.48,USD,2026-03-23 10:13:00,debit_card,192.168.108.68,DEV-5166,Dubai
TXN-101122,CUST-1131,221.92,USD,2026-03-03 12:40:00,bank_transfer,192.168.21.176,DEV-7719,Islamabad
TXN-101123,CUST-1131,221.92,USD,2026-03-03 12:41:00,credit_card,192.168.21.176,DEV-7719,Islamabad
TXN-101124,CUST-1131,221.92,USD,2026-03-03 12:42:00,bank_transfer,192.168.21.176,DEV-7719,Islamabad
TXN-101125,CUST-1131,221.92,USD,2026-03-03 12:43:00,crypto,192.168.21.176,DEV-7719,Islamabad
TXN-101126,CUST-1131,221.92,USD,2026-03-03 12:44:00,bank_transfer,192.168.21.176,DEV-7719,Islamabad
TXN-101127,CUST-1047,190.18,USD,2026-01-09 10:47:00,bank_transfer,192.168.108.68,DEV-5166,Dubai
TXN-101128,CUST-1141,194.93,USD,2026-01-28 18:29:00,debit_card,192.168.212.242,DEV-9930,Peshawar
TXN-101129,CUST-1182,231.65,USD,2026-03-21 16:19:00,bank_transfer,192.168.192.165,DEV-9703,London
TXN-101130,CUST-1125,59.39,USD,2026-02-26 09:52:00,crypto,192.168.145.241,DEV-9697,Karachi
TXN-101131,CUST-1086,211.83,USD,2026-01-11 10:21:00,crypto,192.168.76.167,DEV-3325,Peshawar
TXN-101132,CUST-1094,42.05,USD,2026-01-23 08:51:00,bank_transfer,192.168.232.133,DEV-7875,New York
TXN-101133,CUST-1170,221.17,USD,2026-03-11 06:36:00,crypto,192.168.48.162,DEV-1490,Peshawar
TXN-101134,CUST-1080,206.33,USD,2026-03-19 22:57:00,paypal,192.168.142.8,DEV-8870,New York
TXN-101135,CUST-1179,59.98,USD,2026-02-03 02:11:00,paypal,192.168.138.101,DEV-9989,New York
TXN-101136,CUST-1124,197.62,USD,2026-03-30 18:39:00,debit_card,192.168.93.49,DEV-5866,New York
TXN-101137,CUST-1195,225.26,USD,2026-02-09 00:33:00,paypal,192.168.225.174,DEV-8054,Peshawar
TXN-101138,CUST-1106,201.28,USD,2026-02-05 13:51:00,crypto,192.168.12.102,DEV-1761,Islamabad
TXN-101139,CUST-1069,102.14,USD,2026-01-09 01:17:00,paypal,10.0.0.99,DEV-2863,Islamabad
TXN-101140,CUST-1022,53.78,USD,2026-01-22 05:08:00,paypal,192.168.63.232,DEV-4945,Islamabad
TXN-101141,CUST-1141,197.8,USD,2026-03-06 17:25:00,debit_card,192.168.212.242,DEV-9930,Peshawar
TXN-101142,CUST-1098,5548.78,USD,2026-02-02 00:07:00,bank_transfer,192.168.172.151,DEV-1179,Lahore
TXN-101143,CUST-1131,200.52,USD,2026-03-22 17:04:00,paypal,192.168.170.119,DEV-7719,Islamabad
TXN-101144,CUST-1042,180.01,USD,2026-01-09 19:45:00,credit_card,192.168.108.197,DEV-8577,Dubai
TXN-101145,CUST-1012,1690.94,USD,2026-02-22 07:29:00,debit_card,192.168.165.191,DEV-NEW-44652,Islamabad
TXN-101146,CUST-1090,198.38,USD,2026-03-10 11:12:00,paypal,192.168.36.79,DEV-5524,Peshawar
TXN-101147,CUST-1173,207.31,USD,2026-03-11 16:34:00,credit_card,192.168.249.74,DEV-442,London
TXN-101148,CUST-1125,81.63,USD,2026-03-27 20:47:00,debit_card,192.168.156.39,DEV-9697,Karachi
TXN-101149,CUST-1179,970.75,USD,2026-01-15 14:16:00,paypal,192.168.138.101,DEV-9989,Dubai
TXN-101150,CUST-1046,135.19,USD,2026-02-20 20:00:00,crypto,192.168.196.86,DEV-1023,London
TXN-101151,CUST-1106,165.73,USD,2026-03-23 06:25:00,debit_card,192.168.22.200,DEV-1761,Islamabad
TXN-101152,CUST-1167,319.91,USD,2026-02-01 09:42:00,credit_card,192.168.105.67,DEV-6985,Dubai
TXN-101153,CUST-1151,95.22,USD,2026-01-23 14:51:00,paypal,192.168.2.26,DEV-4741,Karachi
TXN-101154,CUST-1151,95.22,USD,2026-01-23 14:52:00,crypto,192.168.2.26,DEV-4741,Karachi
TXN-101155,CUST-1151,95.22,USD,2026-01-23 14:53:00,debit_card,192.168.2.26,DEV-4741,Karachi
TXN-101156,CUST-1151,95.22,USD,2026-01-23 14:54:00,paypal,192.168.2.26,DEV-4741,Karachi
TXN-101157,CUST-1151,95.22,USD,2026-01-23 14:55:00,bank_transfer,192.168.2.26,DEV-4741,Karachi
TXN-101158,CUST-1185,109.04,USD,2026-03-26 18:44:00,bank_transfer,192.168.247.11,DEV-3386,New York
TXN-101159,CUST-1159,179.98,USD,2026-02-20 14:20:00,debit_card,10.0.0.99,DEV-7965,Islamabad
TXN-101160,CUST-1166,1057.96,USD,2026-03-27 04:45:00,paypal,192.168.194.200,DEV-NEW-44063,London
TXN-101161,CUST-1136,35.08,USD,2026-03-15 02:37:00,crypto,192.168.254.117,DEV-6,Peshawar
TXN-101162,CUST-1136,35.08,USD,2026-03-15 02:38:00,crypto,192.168.254.117,DEV-6,Peshawar
TXN-101163,CUST-1136,35.08,USD,2026-03-15 02:39:00,paypal,192.168.254.117,DEV-6,Peshawar
TXN-101164,CUST-1136,35.08,USD,2026-03-15 02:40:00,bank_transfer,192.168.254.117,DEV-6,Peshawar
TXN-101165,CUST-1136,35.08,USD,2026-03-15 02:41:00,crypto,192.168.254.117,DEV-6,Peshawar
TXN-101166,CUST-1135,33.55,USD,2026-01-18 10:18:00,bank_transfer,192.168.227.36,DEV-2674,New York
TXN-101167,CUST-1183,624.1,USD,2026-01-13 21:39:00,credit_card,192.168.148.239,DEV-NEW-13778,Lahore
TXN-101168,CUST-1168,177.49,USD,2026-02-21 03:32:00,bank_transfer,192.168.24.51,DEV-3517,London
TXN-101169,CUST-1033,464.25,USD,2026-03-12 21:42:00,bank_transfer,192.168.194.121,DEV-7267,Peshawar
TXN-101170,CUST-1128,59.33,USD,2026-03-23 17:27:00,bank_transfer,192.168.116.3,DEV-8633,Lahore
